USID,MarketCapitalization,PriceToBook,Beta
226298,110.7737,2.5516,5.5447
226320,666.8017,1.478,1.2915
226333,10.4948,3.4409,3.3431
226350,518.2479,7.2352,-0.735
226376,180.821,-0.7576,1.4787
226380,115.3451,1.4494,0.4795
226413,4.4258,0.2248,0.6553
226497,1801.2855,10.0941,1.1119
226506,21.459,-9.6889,0.7098
226538,74.5964,2.957,0.0
226542,3.431,0.1255,0.6038
226549,1150.6623,2.5745,1.0882
226590,1104.2953,6.699,1.2552
226597,81.1051,1.2283,1.7274
226673,15.0063,1.0025,0.3098
226696,485.3192,6.1841,2.0404
226743,347.8232,3.6179,1.2478
226758,158.4077,3.3748,0.615
226766,60.5956,0.948,1.2695
226880,25.6774,1.4268,1.6296
226904,22.8361,1.1448,1.0712
226941,53.6163,2.6628,1.1672
226955,93.6188,0.1633,2.8062
226962,139.1698,1.1801,1.4724
226991,36.121,-1.0876,0.0
227062,76.5975,0.5168,1.7778
227128,97.2073,0.9676,1.0064
227136,46.6045,0.0175,2.0001
227219,1757.94,1.6353,2.7355
227283,228.1186,2.1959,1.107
227288,138.2489,3.2381,1.1098
227296,796.7037,-1.1718,1.3569
227318,2173.8796,-2.0079,1.1703
227319,670.7918,4.3418,0.9366
227353,73.5413,0.8677,2.0274
227369,542.2918,0.8698,1.8392
225972,37.6715,0.9467,2.5367
226048,1625.7604,11.1557,5.6968
226065,20644.8,3.9709,1.6759
226074,338.7846,6.0412,0.5115
226113,16.1346,2.9923,0.7289
226150,29.7451,7.2495,0.8397
226167,18.0913,0.0651,0.8001
226190,178.9536,6.4226,0.1723
226197,60.8872,3.485,1.1091
226208,23.8739,1.3213,1.0532
226210,136.875,2.6126,0.77
226248,62.2855,0.8484,1.8752
226252,127.6245,-3.4881,1.5855
226358,1177.1897,1.9276,1.9602
226362,15.298,11.1246,1.0039
226395,49.4399,2.459,0.3711
226403,66.9435,1.3676,1.1173
226408,3524.4728,7.1295,1.3654
226412,4.0569,0.2061,0.7007
226444,16.6685,-6.7918,0.366
226476,2346.7456,7.7843,1.0187
226493,27.2438,3.763,1.0021
226496,816.9632,1.4434,0.9074
226503,19.2707,-8.7009,0.6041
226515,639.6448,8.0165,0.715
226516,454.2364,1.7092,0.8477
226630,6.7611,5.8527,0.5773
226647,887.7233,5.2165,2.0887
226658,0.2854,0.0219,1.3148
226671,12.2273,0.8168,0.3274
226715,125.9552,-2.0159,2.1629
226739,42.9019,-0.8454,0.8031
226756,161.2842,3.4361,0.6868
226773,229.12,8.8585,1.8171
226795,178.16,0.9717,2.1391
226805,44.5753,1.2312,0.2704
226826,10.245,1.7936,0.5284
226845,460.3997,291.7251,2.5101
226862,13.1342,2.0775,-0.1255
226879,20.1647,1.1205,1.6122
226908,94.8741,1.2823,1.9642
226921,51.8842,10.3769,-0.198
226954,110.2622,0.1923,2.8111
227044,6910.6054,6.1943,-1.9162
227050,16668.93,14.6545,1.5409
227055,919.0461,-0.7453,1.4662
227061,86.481,0.5835,1.7859
227101,761.7321,1.5139,0.5715
227155,43.6468,0.1131,2.3385
227160,23.7899,0.0972,0.7786
227164,1895.3459,0.9611,0.9112
227195,151.68,0.4174,1.4757
227201,586.644,-0.1364,1.3782
227218,1885.76,1.1988,2.1305
227225,382.8312,0.4835,0.6929
227238,2507.544,1.1805,1.0421
227274,2318.8654,1.7095,1.1658
227275,753.3860000000001,6.7811,-2.3089
227390,110.6703,0.4255,1.2976
227394,32.0406,0.2915,1.3432
227396,217.3867,1.3293,1.145
227398,4409.0325,2.0613,1.1614
225974,34.4743,0.8663,0.0
225995,257.8251,0.6311,0.5407
225998,301.6132,6.0422,1.2807
226013,56.9677,0.6911,2.22
226039,94.2899,-1.1006,0.7291
226045,47.3228,2.0646,2.2373
226057,286.71299999999997,2.0472,2.8857
226081,270.6776,3.217,1.6966
226083,992.0615,-119.0823,0.7239
226121,19.5524,0.3235,0.4612
226135,70.9955,2.14,0.2901
226148,170.2172,1.69,1.0924
226171,71.4485,1.2742,1.5012
226193,274.6884,9.8585,0.145
226230,81.5846,-255.7459,1.0701
226235,29.0828,-9.2965,0.544
226238,35.5247,1.9061,1.1385
226272,76.4252,-3.5006,0.2563
226356,10.227,0.1028,1.4181
226369,33.4993,1.255,1.3609
226390,275.1072,1.3913,0.7176
226402,236.9453,2.7271,1.331
226460,34.916,6.9832,0.0
226473,49.3129,-33.387,0.0
226492,9.7192,-0.4951,0.9706
226498,1937.14,10.8554,1.0745
226521,21.5386,3.0654,1.3776
226546,1.4797,0.0541,0.768
226636,73.7483,7.2098,1.8914
226665,7.0196,-3.915,0.0
226678,55.0957,0.9192,2.7079
226690,0.1878,0.0419,0.0
226708,40.4644,2.2659,0.3994
226710,3.4313,1.2924,0.0533
226720,231.5097,1.7634,0.6372
226724,400.6645,3.017,0.139
226744,401.4825,4.6905,1.2155
226787,68.1874,4.103,0.4506
226791,8.1685,13.9205,0.0342
226802,31.1276,0.8445,1.2629
226833,291.45,5.4162,2.0105
226841,74.7034,-3.4697,0.9699
226854,14.9165,1.7147,0.2197
226906,28.837,1.4456,1.0844
226910,6.1365,1.1334,1.3005
226929,654.7162,2.4231,1.7044
226944,51.5541,2.5604,1.1653
226951,391.3653,6.8673,0.5303
226987,11.8811,0.6858,0.42
227000,103.132,-2.3868,1.3986
227013,160.101,0.478,0.4924
227074,212.4566,0.5457,0.9904
227112,636.2738,0.6651,0.0
227176,13441.7584,19.2462,1.17
227188,277.8958,1.2717,1.0123
227234,407.598,3.8538,0.514
227331,463.6735,4.2672,1.2647
227337,346.069,5.1691,0.9465
227356,59.6281,0.7035,2.0351
227379,2593.3238,1.8423,0.0
227395,38.6628,0.3517,1.4337
225975,30.999,0.779,0.0
226014,50.679,0.6148,2.2151
226016,248.6827,4.1374,0.3019
226026,8.486,0.7991,0.07
226029,108.8783,0.5168,0.721
226046,43.8021,1.911,2.2462
226058,8238.971,13.4797,1.8045
226076,70.8534,-2.4524,-3.0892
226152,31.2556,7.6176,0.8239
226169,17.9939,0.0647,0.8195
226198,40.9875,4.6784,0.7401
226203,216.0519,2.4676,1.5795
226236,26.6592,-8.5218,0.538
226239,31.3119,1.6801,1.1408
226246,684.0663,2.5963,0.8358
226302,112.9021,4.373,0.6811
226316,111.6239,-72.1104,1.4914
226319,293.2567,0.9433,2.4684
226370,30.5435,1.1442,1.3611
226384,14.3577,0.8128,0.2335
226397,453.019,-4.2531,1.734
226474,43.9657,-29.7667,0.0
226529,162.8832,1.8887,0.4751
226547,1.7757,0.0649,0.7624
226562,6.8758,-8.7474,0.8038
226579,749.6749,-7.7868,-3.7589
226666,11.5976,-6.4683,0.0
226691,0.1659,0.037,0.0
226718,1192.959,6.8946,1.2752
226729,1119.2103,27.0476,1.5449
226749,1736.9023,6.4455,0.631
226750,2592.5778,-713.4484,0.9278
226760,131.0819,2.7927,0.6969
226788,61.3413,3.691,0.4513
226792,7.3518,12.5286,0.0349
226806,45.6366,1.2605,0.2827
226882,47.2369,2.6255,1.6145
226930,582.6109,2.1562,1.7045
226949,193.2146,1.7371,1.829
226952,349.8866,6.1394,0.5306
226968,19.0476,5.475,1.8971
226977,561.6639,1.71,1.0145
226993,34.6233,-1.0425,0.0
227028,61.7297,3.5684,1.0679
227042,595.6989,0.6093,1.2065
227078,258.0041,1.3635,0.7039
227132,74.9582,0.7461,1.0414
227189,304.4994,1.3934,1.012
227192,2472.2871,4.4129,1.7595
227197,108.4512,0.2985,1.4316
227222,1676.0213,2.4513,1.014
227255,166.0499,-0.1982,2.2727
227268,387.2984,8.1123,2.0168
227310,193.6033,-0.2301,1.7658
227326,119.2125,3.6164,1.0205
227393,24.2655,0.0933,1.4305
225976,33.5012,0.8419,0.0
226010,24.0739,2.3557,0.041
226037,72.3812,2.5544,0.6815
226063,74.8854,-0.8914,1.8075
226079,349.3765,3.8486,2.9647
226126,19.5498,0.2364,0.0054
226129,10.4103,0.9479,0.6237
226136,74.2759,2.2388,0.2929
226137,615.6684,1.2558,1.2592
226153,26.4918,6.4565,0.8338
226186,17.5612,3.3475,0.0
226199,37.4233,4.2715,0.7516
226250,40.8636,0.7026,0.0
226257,381.538,-16.5684,1.7847
226283,34.6137,1.8367,0.9893
226346,124.6102,16.6727,0.9073
226357,9.3049,0.0935,1.4258
226401,505.0865,4.8865,0.8011
226426,9.2815,0.091,0.0
226439,94.5655,0.6627,0.5893
226499,2491.475,13.9618,1.0711
226530,181.004,2.0988,0.4707
226548,1.4403,0.0527,0.7503
226577,160.1426,3.5164,1.3221
226593,410.636,1.4505,0.8843
226611,2890.2581,9.4509,1.3753
226618,94.4858,3.4714,-1.8858
226652,242.0957,1.636,0.8802
226667,8.8508,-4.9363,0.0
226692,0.1519,0.0339,0.0
226704,17.1056,0.3328,1.3216
226709,316.3252,2.2564,0.0
226741,31.2827,-0.6164,0.8136
226767,45.514,0.712,1.2944
226779,349.3713,6.4258,1.536
226789,81.6058,4.9104,0.459
226799,128.4495,2.994,1.2537
226803,32.6187,0.8849,1.2647
226864,12.1613,1.9236,-0.0322
226945,388.8,9.6252,1.5464
226978,618.2906,1.8824,1.0297
227035,614.9114,19.8249,1.2152
227058,390.9952,-0.5933,1.9126
227063,977.325,1.8038,1.276
227070,1919.6452,1.1686,2.4527
227079,296.7946,0.9452,1.0938
227082,762.562,1.0783,0.8515
227116,423.305,-12.3413,2.0157
227117,191.4551,77.985,0.7249
227119,290.0072,0.4118,0.4755
227133,67.5419,0.6723,1.0593
227138,45.1216,0.0169,2.0049
227163,404.1082,1.7843,1.5505
227166,144.4125,-1.8232,1.2214
227170,184.1458,0.272,1.5578
227205,203.5129,0.7911,1.9067
227227,599.3709,-0.9141,2.0373
227235,414.7909,3.9218,0.5221
227246,1010.8079,2.1888,0.0
227256,180.7653,-0.2158,2.2811
227260,661.1743,0.8315,1.4022
227289,109.3186,2.5605,1.1227
227311,375.1568,2.5847,1.2619
227323,70.8387,97.1249,-0.6336
227342,669.6211,-1.2022,3.6885
227348,3232.3315,1.1456,0.5485
227361,1415.2787,-9.2948,2.2442
227374,1601.4036,4.7472,0.9014
227384,2048.4767,1.1643,0.2402
225979,1261.9123,2.9979,0.1082
225987,1019.0093,5.0341,1.6342
226001,720.6631,4.7684,0.2774
226003,59.5166,-0.535,1.1149
226008,906.4064,1.9069,1.0338
226020,3512.018,7.4097,1.767
226024,9.7915,0.9221,0.0862
226103,92.7499,5.4501,-0.0253
226107,2006.7918,6.0761,1.3905
226125,20.787,0.2514,0.0294
226128,51.2956,2.991,1.7022
226142,2561.2577,6.9502,1.9866
226154,249.3217,3.7809,1.5443
226166,21.3473,0.0768,0.803
226196,68.0154,3.893,1.107
226206,785.9722,7.0881,1.7642
226207,20.7992,1.1511,1.0508
226251,162.9173,-4.4526,1.5817
226254,380.1208,-119.4917,1.8012
226277,219.1918,3.5187,0.871
226293,652.9983,4.5874,2.0183
226304,43.4291,0.7834,0.7945
226318,406.1112,1.3063,2.4713
226341,14.4658,0.8904,0.848
226381,983.3394,6.3518,1.5166
226399,641.3459,11.7907,1.5064
226407,2830.2358,5.7251,1.3643
226416,62.982,-6.4254,1.3963
226427,442.1282,2.6485,1.9376
226431,2401.2412,2.1498,1.5726
226443,18.2093,-7.4197,0.3634
226456,482.334,2.2113,1.3357
226469,20.1648,-13.6525,0.4234
226480,286.3899,-2.3371,1.4379
226502,22.4472,-10.1351,0.5908
226519,19.2051,2.7333,1.3677
226550,905.2437,-22.4107,1.3297
226581,60.1387,3.8724,0.9872
226627,791.7273,3.3864,2.1433
226650,169.5155,1.5656,1.5109
226657,0.2591,0.0199,1.3219
226685,0.2146,0.0478,0.4441
226693,88.7542,2.7565,1.1056
226702,20.0743,0.3906,1.3298
226707,32.02,1.793,0.427
226714,105.8915,-1.6948,2.1684
226721,309.4966,2.1657,0.1319
226785,37.2429,2.241,0.4155
226811,442.2552,6.1594,1.6301
226853,17.0474,1.9597,0.2552
226861,11.9992,1.898,-0.128
226878,18.714,1.0399,1.6139
226892,231.22400000000002,1.7467,0.6487
226903,29.1802,1.4628,1.0324
226920,69.2764,13.8553,-0.205
226926,467.2424,1.7292,1.707
226931,1930.8574,37.0947,1.5686
226938,44.3366,2.202,1.2063
226961,143.6883,1.2184,1.4953
226980,917.5095,2.5476,1.827
226994,4409.6504,4.7919,1.8861
227002,1183.6528,3.0922,1.4714
227004,38.0342,0.7228,1.0794
227018,367.6275,-17.4727,1.7612
227031,1251.2928,1.8839,1.2671
227054,836.019,-0.678,1.4632
227095,2552.2467,4.9562,1.4575
227102,1497.7843,5.2243,1.3739
227200,691.4860000000001,-0.1607,1.3745
227204,1445.1511,9.3855,1.2425
227216,6.3955,0.1657,1.4287
227224,322.1062,0.4068,0.6981
227243,627.6062,-0.9302,0.5106
227347,146.6183,1.4851,0.7588
227352,87.9514,1.0377,1.9709
227365,437.7205,2.19,-0.4269
227377,248.7204,0.8511,1.4366
227383,1957.6707,1.1127,0.1957
227389,122.967,0.4727,1.296
225982,35.0318,-1.1233,0.0
226005,126.831,-3.3277,1.1685
226035,57.5902,2.4446,0.6454
226050,51.3864,4.1911,0.838
226062,75.4405,-0.898,1.8054
226071,58.2198,11.2028,0.9447
226078,278.3327,3.066,2.989
226094,955.742,0.8339,1.3253
226097,168.5345,2.5611,1.388
226110,21.4632,0.7954,0.3398
226114,17.0903,3.1696,0.0
226132,65.4828,3.1786,1.0858
226175,133.5491,-2.0214,1.1872
226184,13.9877,2.6664,0.0
226214,171.4102,1.8309,1.4802
226233,31.7028,-10.134,0.5439
226237,29.9461,1.4741,1.1386
226281,43.6133,2.3142,0.9975
226337,4317.6742,10.5929,1.3285
226353,6.7798,1.0784,0.8062
226363,16.964,12.3362,1.0319
226378,684.75,2.0078,1.4643
226410,4096.3176,9.5715,1.3732
226446,16.5284,-6.7348,0.2788
226449,152.3347,1.351,0.289
226453,153.187,16.5336,1.3661
226482,149.9141,1.3977,2.1371
226491,11.5842,-0.5902,0.972
226495,28.1997,3.895,0.915
226520,20.3708,2.8992,1.3753
226544,2.4662,0.0902,0.7746
226554,369.3912,0.9487,1.3449
226608,155.0326,6.1101,0.959
226648,843.9247,4.9591,1.881
226662,0.2632,0.0202,0.0
226663,7.3248,-4.0852,0.0
226675,15.0063,1.0025,0.3049
226689,0.1933,0.0431,0.0
226703,15.3883,0.2994,1.3267
226705,98.9553,1.3277,0.1994
226748,189.6028,8.3025,0.6562
226800,24.7902,0.6725,1.2305
226852,17.4707,-3.8345,0.0
226909,86.5726,1.1701,1.8981
226925,36.6112,7.3223,-0.0848
226927,540.7898,2.0014,1.6972
226948,33.742,1.2265,1.3784
226950,339.6958,7.3592,0.5263
226975,128.1264,-0.789,1.1529
227006,1453.5868,7.8871,1.1433
227016,69.5937,1.4913,0.816
227041,637.7616,0.6523,1.2045
227046,1628.055,6.2368,1.2039
227094,169.2536,0.2955,1.6973
227098,835.2192,1.4879,0.9223
227131,86.0828,0.8569,1.0369
227137,47.8755,0.018,2.0085
227140,61.3472,0.2701,0.9669
227143,161.0313,3.9903,0.7661
227173,351.8186,1.5256,1.1739
227179,911.6329,-0.2608,1.6946
227198,4712.237,1.3775,0.8539
227211,260.9079,16.3068,0.9819
227213,983.6744,3.3878,2.0472
227250,1401.2131,-102.5857,2.3499
227253,188.7021,-0.2253,2.2765
227262,1125.546,1.8573,2.2099
227267,407.0704,8.5264,2.0015
227273,1286.1686,9.6884,2.8314
227286,208.6188,0.2254,0.4822
227294,189.1332,0.8948,1.5103
227297,722.8372,-1.0632,1.3609
227320,322.1344,0.627,2.0935
227325,27.0112,0.1007,0.9559
227336,314.4561,5.1561,0.9511
227362,900.7248,1.3066,0.9891
227371,506.8643,0.8129,1.9378
225990,5952.3692,24.1388,0.2208
226022,4387.8342,8.5536,1.1076
226036,54.1834,3.0467,0.7106
226053,186.0639,1.1661,2.8769
226111,17.4894,3.2436,0.7484
226118,112.1327,0.9543,0.235
226174,601.0989,12.6159,1.5737
226176,499.3976,-9.1557,-0.0084
226187,124.4952,4.4681,0.0181
226204,98.0568,1.4203,1.5953
226213,212.9095,2.2742,1.4912
226218,75.7531,1.9971,0.6299
226274,210.235,3.3749,0.8619
226299,108.6864,1.5344,0.6982
226309,3.5111,0.4554,0.4525
226313,89.1924,5.6103,1.5008
226344,1137.203,14.3724,1.1668
226364,8.1379,0.7354,0.8701
226379,121.9268,1.5321,0.4657
226440,10.7575,-39.3939,0.3572
226447,83.4861,4.3354,0.5471
226467,19.6063,-13.2743,0.4194
226475,1728.6506,2.1386,1.6119
226555,785.0968,3.7368,1.8741
226730,329.2929,2.5271,1.1575
226732,64.2393,3.4639,0.4989
226745,366.0677,2.3428,0.6502
226746,4175.6554,2.7844,1.1062
226807,2060.7045,5.0669,1.0027
226808,405.1505,5.6426,1.6294
226849,19.9066,-4.3691,0.707
226855,7.2968,1.1632,-0.1327
226913,34.7113,6.9423,-0.1853
226953,556.8601,7.3431,-0.5524
227025,125.1555,0.5298,2.2294
227047,2805.9906,3.6652,1.5313
227081,896.588,1.2678,0.8426
227099,4284.9539,2.6843,0.9246
227122,1158.3784,3.8045,1.0952
227177,159.5648,1.5206,0.3773
227184,260.655,-4.015,1.1926
227239,2006.0176,1.7036,1.7467
227244,721.1717,2.1913,-0.9775
227269,3310.9624,5.0556,1.3094
227287,155.383,3.6394,1.0979
227334,11467.4986,3.9071,1.4419
227350,115.7778,1.366,1.9851
227397,638.6873,7.7305,1.1761
225988,485.6836,6.7805,1.2682
226007,11.764,0.368,1.1215
226009,26.4613,2.5893,0.0362
226051,290.4804,2.6344,0.8804
226133,63.2633,1.9069,0.2902
226255,360.4658,-113.3131,1.8066
226269,68.4053,-3.1333,0.2666
226292,3271.6632,19.0587,4.8891
226297,101.848,2.346,6.7687
226300,103.1127,1.4557,0.6956
226375,203.3041,-0.8518,1.4896
226429,461.9902,2.7675,1.927
226457,498.1718,2.2839,1.3388
226462,16.1685,0.6723,0.1175
226484,247.2563,2.6968,1.2644
226488,8.4793,-0.432,0.9814
226586,609.9418,1.7138,1.0524
226589,990.3923,5.0952,1.2434
226617,27.2635,-0.3386,-1.518
226628,870.03,3.7213,2.1352
226649,25.0393,1.0252,0.4299
226660,0.1898,0.0146,1.3104
226687,0.2245,0.05,0.4372
226740,44.6895,-0.8806,0.7888
226812,492.1828,6.8547,1.6194
226840,71.6851,-3.3295,0.9444
226923,51.1534,10.2307,-0.105
226940,59.8028,2.9701,1.1891
226959,916.6774,4.888,1.6478
226966,29.408,8.4529,1.8861
226974,119.6133,-0.7366,1.1848
226990,40.3498,-1.215,0.493
226995,8.308,0.4863,0.2162
227019,83.1475,1.7127,1.9842
227029,326.3203,1.8113,1.0762
227141,306.6842,0.2168,1.1388
227165,130.5603,-1.3535,1.2331
227182,57.903,0.6331,1.1684
227263,547.0573,3.0927,1.2907
227284,241.5586,0.261,0.4884
227308,241.4747,0.2454,1.7586
227317,2010.8387,-1.8573,1.1829
227357,1538.291,1.0572,1.6021
227359,299.7987,0.5888,2.7334
227386,575.3979,0.886,1.0924
